,pred,gt,path,Leven_distance
492,し作作シ,い作ン,61_train_07053.png,0.750
493,お文地が見ン,ヤすかが見ン,61_train_07054.png,0.500
494,リエサ,リユサ,61_train_07055.png,0.333
495,性節で了変Iき,性節で了変tき,61_train_07067.png,0.143
496,て由とな1英型,て庄とな1英型,61_train_07068.png,0.143
497,Io9m,1so9m,61_train_07074.png,0.400
498,ズ0ァ0ド見ダ,ズ9ァ0ド見ダ,61_train_07076.png,0.143
499,2ユる手W,2ュで書,61_train_07078.png,0.800
500,ラiの華の手を,ラIの義の手を,61_train_07082.png,0.286
501,み生じム,み生しム,61_train_07085.png,0.250
502,5領変用設激,ち短変用設激,61_train_07089.png,0.333
503,能しラをの,前しラをの,61_train_07097.png,0.200
504,が拡な,が拡ペな,61_train_07099.png,0.250
505,フにカ拒るよが,フにカ錯るよ用,61_train_07101.png,0.286
506,関,同,79_train_02125.png,1.000
507,モ,f,79_train_03146.png,1.000
508,て開ンニ,て題ンニ,61_train_07123.png,0.250
509,の幅い,の幅が,61_train_07127.png,0.333
510,弘イ打風子,弘心打風子,61_train_07133.png,0.200
511,ま生,性,78_train_07943.png,1.000
512,n1に,l駐1た,61_train_07143.png,0.750
513,長はなシMは,長的裂れ分は,61_train_07145.png,0.667
514,6シさ,和全,61_train_07152.png,1.000
515,子引で二客,子引て駒客,61_train_07155.png,0.400
516,借画内k,借画内く,61_train_07162.png,0.250
517,道アで所ホ号国,酒アで所ホ引国,61_train_07163.png,0.286
518,シレ様の1退,シとレ様のリ過,61_train_07166.png,0.429
519,し造て本,し遣て本,61_train_07173.png,0.250
520,oスパとリ年る,oスバとリ年る,61_train_07179.png,0.143
521,V,火,78_train_07996.png,1.000
522,1sn,1s1i,61_train_07189.png,0.500
523,中,曲,76_train_05048.png,1.000
524,ニ城えし,ニ域えし,61_train_07204.png,0.250
525,車,輔,73_val_00774.png,1.000
526,おて2,おで2,61_train_07206.png,0.333
527,ェと2鈍実ト部,てど2川実ト部,61_train_07208.png,0.429
528,じ域終抗れけ,じ域i終抗れけ,61_train_07209.png,0.143
529,か量サ決ルやゲ,か量ザ決ルやゲ,61_train_07210.png,0.143
530,る珂一8すお,る狗ー8すお,61_train_07211.png,0.333
531,た務こで奏を,た務こで葵を,61_train_07213.png,0.167
532,のたナにる場政,のたナにる蠣政,61_train_07215.png,0.143
533,研,列,79_train_05553.png,1.000
534,画の逆市はし,璽の逆市はし,61_train_07219.png,0.167
535,3業19,3業師,61_train_07225.png,0.500
536,が者シのるロ,ル猪ンめるロ,61_train_07227.png,0.667
537,回,ロ,79_train_06573.png,1.000
538,の跡まを転郎,の的しる転劇,61_train_07234.png,0.667
539,ーァを由とョ坂,ーァを由とョ城,61_train_07238.png,0.143
540,違0災でピ字ー,達0災でピ辛ー,61_train_07247.png,0.286
541,nを,1を,74_train_00014.png,0.500
542,ラよ,ラムよ,61_train_07257.png,0.333
543,Aウ務ビな継,Aウ務せがく維,61_train_07258.png,0.571
544,年で示は航ハ,年で示は前川,61_train_07262.png,0.333
545,ン額郷イ,ユド題対な,61_train_07270.png,1.000
546,コはジ情げ,コはジ情け,61_train_07274.png,0.200
547,99,g6,61_train_07284.png,1.000
548,配己,配,78_train_01660.png,0.500
549,dセのさのい,dセのiさのい,61_train_07293.png,0.143
550,D1C7,D167,61_train_07294.png,0.250
551,級のカや,微のカや,61_train_07296.png,0.250
552,ッはメンっ,ッはメンつ,61_train_07299.png,0.200
553,年体世0トこ一,年体世1下o後,61_train_07300.png,0.571
554,りて託ニ,りて託二,61_train_07301.png,0.250
555,任,6,79_train_05725.png,1.000
556,CmdrR1,cmdrR1,61_train_07314.png,0.167
557,師字吉義スで廃,師字吉義スで廓,61_train_07315.png,0.143
558,3NI2t,3NI2i,61_train_07322.png,0.200
559,り,失,79_train_04583.png,1.000
560,角化助,角化耽,61_train_07327.png,0.333
561,部員が1,部員か1,61_train_07330.png,0.250
562,出でアり籍,出でアら籍,61_train_07334.png,0.200
563,をれて規び,をれで規び,61_train_07339.png,0.200
564,ii00,i00,61_train_07340.png,0.250
565,たシにノ釈,たシに釈,61_train_07345.png,0.200
566,流だ水タホの位,唆長水タポの位,61_train_07351.png,0.429
567,オ,本,79_train_05069.png,1.000
568,義開ルでうをエ,並期ルでうをエ,61_train_07361.png,0.286
569,ク訴はと本リが,ク誘はと本リが,61_train_07371.png,0.143
570,画て至ん,画てuん,61_train_07372.png,0.250
571,賞る革l年校u,賞る革i年校u,61_train_07386.png,0.143
572,石際リ精アア,右際リ精アア,61_train_07387.png,0.167
573,ー代環す,ー代児さ,61_train_07389.png,0.500
574,子年はイ,子年は経,61_train_07392.png,0.250
575,本教のさがブ心,本教のさかブ心,61_train_07396.png,0.143
576,規82当1,振82当1,61_train_07400.png,0.200
577,グか月もはこを,グが月もはこを,61_train_07408.png,0.143
578,pー,91,78_train_05096.png,1.000
579,イ東,ン制,71_train_04521.png,1.000
580,リb軍デだ,リb軍デた,61_train_07420.png,0.200
581,一演り馬ん,ー演り馬ん,61_train_07422.png,0.200
582,館政やoのし,さ改っいみのし,61_train_07434.png,0.714
583,灯Fnり爆P,灯nり爆P,61_train_07436.png,0.167
584,用動や,庫動や,61_train_07438.png,0.333
585,た白に協南,た臼に協南,61_train_07439.png,0.200
586,伴直i憲のに,伸画育の0,61_train_07443.png,0.833
587,金た認自在に,含た認自在に,61_train_07444.png,0.167
588,ーとデは孫1る,ー止論は辞1る,61_train_07448.png,0.429
589,mこしいパラび,mこしいバラび,61_train_07450.png,0.143
590,u3,u,79_train_06569.png,0.500
591,f口を,fロを,61_train_07457.png,0.333
592,後は送,後は逐,61_train_07464.png,0.333
593,ポ中,ボ中,61_train_07470.png,0.500
594,ッ動たは全て,ツ助た河全て,61_train_07473.png,0.500
595,て,え,79_train_04515.png,1.000
596,iい,M,79_train_03149.png,1.000
597,っが箱I3鉄,っが箱l3鉄,61_train_07485.png,0.167
598,件川どをどキ,件川とをどキ,61_train_07491.png,0.167
599,そ高信の,そ広信の,61_train_07492.png,0.250
600,ハ,小,79_train_05423.png,1.000
601,スめにや,人めにや,61_train_07499.png,0.250
602,ェケま,ニ砲き,61_train_07503.png,1.000
603,市に守談飼響3,市に守装飼響3,61_train_07506.png,0.143
604,ウえウ湾軍イ,プえウ湾軍イ,61_train_07522.png,0.167
605,メ館す椰てmが,メ館す薬てmが,61_train_07523.png,0.143
606,し任,れ1在,61_train_07530.png,1.000
607,しー第,じー第,61_train_07534.png,0.333
608,セー組タア評ク,さー組タア評ク,61_train_07538.png,0.143
609,戸所の,ら所の,61_train_07544.png,0.333
610,トニた文平,トこた文W,61_train_07552.png,0.400
611,す6横ベ,ず6横域,61_train_07564.png,0.500
612,ェえっ,ェえつ,61_train_07565.png,0.333
613,な定ン植,な定ン征,61_train_07568.png,0.250
614,形ての行1ト作,杉ての行八が作,61_train_07570.png,0.429
615,保のコ教も苛条,保のコ歌も苛条,61_train_07571.png,0.143
616,イ太ッ0医残首,イ大ッ0匹残首,61_train_07581.png,0.286
617,r1rー,一,79_train_06260.png,1.000
618,に5ク,にのウ,6_train_07646.png,0.667
619,まや洋,まや年,61_train_07591.png,0.333
620,初メ用長,加メ用長,61_train_07596.png,0.250
621,ニ館,ニ舘,61_train_07603.png,0.500
622,リ用9,りH9,61_train_07608.png,0.667
623,をで回ト,aク4囲国,61_train_07609.png,1.000
624,おi本東だが目,お本東たが民,61_train_07610.png,0.429
625,p2gpG1c,p2gpG1O,61_train_07616.png,0.143
626,う森山,テ森山,61_train_07618.png,0.333
627,外る走不長単,小る定不長串,61_train_07630.png,0.500
628,長いデでが,振いデでた,61_train_07634.png,0.400
629,され朝さ,てなxと集あよ,61_train_07636.png,1.000
630,20O9,2009,61_train_07637.png,0.250
631,長どレ6モ,長どレ6そ,61_train_07638.png,0.200
632,ム覚しヘ,ム覚しへ,61_train_07640.png,0.250
633,衛長上ばV先い,衛長上ばV洗い,61_train_07643.png,0.143
634,拝で不共ス,主で不共ス,61_train_07645.png,0.200
635,ロ人拠験フのは,ロ人拠験プのは,61_train_07650.png,0.143
636,ンハ,ン山,61_train_07651.png,0.500
637,にソ第,にン第,61_train_07658.png,0.333
638,始にダを校の,出ロワを技退の,61_train_07660.png,0.714
639,け,ナ,79_train_03282.png,1.000
640,酎場来,尉型来,61_train_07678.png,0.667
641,狼意あバー戒,鹿篇あバー戒,61_train_07679.png,0.333
642,任変て立G販,任変て位G飯,61_train_07687.png,0.333
643,ヘ,へ,79_train_01406.png,1.000
644,になも小内,になち小内,61_train_07694.png,0.200
645,連そで,違そで,61_train_07696.png,0.333
646,ブュ石,プュ石,61_train_07699.png,0.333
647,推リ導,推リ専,61_train_07701.png,0.333
648,策が両な所グ描,第が両な所グ摘,61_train_07710.png,0.286
649,入しがマの,入しがマめ,61_train_07715.png,0.200
650,さヌ宇っッを,ざヌ宇っッを,61_train_07718.png,0.167
651,3i,31,75_train_06681.png,0.500
652,アて味ナしく,どて1ょプしそ,61_train_07722.png,0.714
653,ュて名,ュで名,61_train_07730.png,0.333
654,もㇼ送てン頭,も野供てン頭,61_train_07732.png,0.333
655,設ヒンに,設ビンに,61_train_07734.png,0.250
656,め国以発映,め国以敵続,61_train_07735.png,0.400
657,湖,国,79_train_00973.png,1.000
658,カド非が川し,カI違が1版,61_train_07742.png,0.667
659,フンィ,ワンい,61_train_07745.png,0.667
660,ックま,ソク主,61_train_07751.png,0.667
661,aッピ市し安色,aッビ市し安色,61_train_07755.png,0.143
662,おOらシ70,投つらジ70,61_train_07757.png,0.500
663,作n起移和ト高,作R起移和ト高,61_train_07763.png,0.143
664,L051844,L051B44,61_train_07764.png,0.143
665,Z2c8aAL,22c8aAL,61_train_07774.png,0.143
666,音3,部,79_train_02563.png,1.000
667,とラのさ地ル9,とはの生元9,61_train_07789.png,0.571
668,日楽え曜稲結,日築え耀縮続,61_train_07792.png,0.667
669,ーリトがrの,ーとトっ,61_train_07795.png,0.667
670,にワの影ズ藤は,にワの影ズ膜は,61_train_07804.png,0.143
671,中カ,中共,61_train_07808.png,0.500
672,冒れよプるt,冒れよブるt,61_train_07810.png,0.167
673,著年ピ村,著年ビ村,61_train_07815.png,0.250
674,ネ糾丸こ,線意こ,61_train_07819.png,0.750
675,にのほアウら,にいばアウっ,61_train_07822.png,0.500
676,手とオあをン1,手とオあをンi,61_train_07825.png,0.143
677,ーチすいば戦,一チすいば戦,61_train_07826.png,0.167
678,良新万たリ,A新万たり,61_train_07827.png,0.400
679,めれー,めれ一,61_train_07828.png,0.333
680,長,最,79_test_00162.png,1.000
681,えm在ル,スf1前ル,61_train_07835.png,0.800
682,ア回しえイス,202受4た,61_train_07836.png,1.000
683,統二向O,統二向0,61_train_07837.png,0.250
684,お大映試ト,お大映甚ト,61_train_07840.png,0.200
685,称キと環,称キと瞬,61_train_07842.png,0.250
686,年ィ,年z,61_train_07857.png,0.500
687,とえ,と着,61_train_07878.png,0.500
688,97IP,97TP,61_train_07880.png,0.250
689,日で昇6マド2,2で羅6マF2,61_train_07883.png,0.429
690,Oh,OI1,61_train_07889.png,0.667
691,い共ー身,い共ー詰,61_train_07890.png,0.250
692,げ表組同,け表組同,61_train_07892.png,0.250
693,ルッ1独め感月,ルッI独め恩月,61_train_07893.png,0.286
694,夢,ンて,77_train_01476.png,1.000
695,含合か23に,含合か2c3に,61_train_07896.png,0.143
696,年をイで,年いを92ィけ,61_train_07897.png,0.714
697,レ0価日鍋,レ0価日鎬,61_train_07902.png,0.200
698,ッ,ツ,78_test_00482.png,1.000
699,ャ道た隊いう京,ャ植た乾いう京,61_train_07919.png,0.286
700,へパ免日,ヘパ免日,61_train_07920.png,0.250
701,こ路もD,ー造をの,61_train_07928.png,1.000
702,妊は日派人,好は日派人,61_train_07929.png,0.200
703,ラの時さ中,シの時を中,61_train_07947.png,0.400
704,らズと,らスッと,61_train_07949.png,0.500
705,動らお,海8あ,61_train_07955.png,1.000
706,く年る現まも,に2まむ,61_train_07957.png,0.833
707,政ジのっ地にラ,政ジのっ地と初,61_train_07958.png,0.286
708,て初に0合,て初に0治,61_train_07959.png,0.200
709,分動は,分戦は,61_train_07960.png,0.333
710,とャ調1ー拓ロ,とャ調1ー打後,61_train_07971.png,0.286
711,丙,可,77_train_04603.png,1.000
712,あでがチ,あでがき,61_train_07976.png,0.250
713,開当を発者,闘当を発者,61_train_07991.png,0.200
714,経wサかイ,経7nサかイ,61_train_07995.png,0.333
715,場5にで2,年に2ヴ,61_train_07999.png,0.800
716,tてンルるテ,コでンオケ端,61_val_00000.png,0.833
717,Nl,N,78_train_02735.png,0.500
718,約ラ山小易a丁,約ブ山小易a事,61_val_00002.png,0.286
719,闕,進,78_train_06429.png,1.000
720,負がる引ド,色がる弘ド,61_val_00004.png,0.400
721,ン覇,ン額,61_val_00009.png,0.500
722,はベさき商l,はベさき商11,61_val_00010.png,0.286
723,ク接1,ク推1,61_val_00012.png,0.333
724,モ面ボ2び,三面ボ2び,61_val_00017.png,0.200
725,て出視し逐,て出線し盛,61_val_00020.png,0.400
726,にの合一隊ク織な,りの分隊ク績な,61_val_00031.png,0.500
727,年さオクh,症ーオグれ,61_val_00032.png,0.800
728,ククづ,ククっ,61_val_00044.png,0.333
729,0に供え,Oに供え,61_val_00050.png,0.250
730,サ町やをビてA,ザ町やをビてA,61_val_00056.png,0.143
731,ニてナ白書i,ニでナ白書i,61_val_00057.png,0.167
732,o黙レ,o撃レ,61_val_00058.png,0.333
733,クに日お,グに5が,61_val_00062.png,0.750
734,制o院すう衆,制b院すう衆,61_val_00066.png,0.167
735,1,C,79_train_02661.png,1.000
736,たまてブ合園っ,たまてプ合園っ,61_val_00076.png,0.143
737,は想はれル駅,は想はれル肥,61_val_00078.png,0.167
738,ナにきさ谷,グた色さ浴,61_val_00080.png,0.800
739,番ニた,番ーた,61_val_00090.png,0.333
740,トたとJ日叙る,トたとT日叙る,61_val_00091.png,0.143
741,は捕上考N,は療どジー,61_val_00094.png,0.800
742,0し1,天し1,61_val_00095.png,0.333
743,つい接業な系の,つい装業な系の,61_val_00096.png,0.143
744,級田レ,報を選ン,61_val_00099.png,1.000
745,m習プ上るーの,ー知解エタの,61_val_00106.png,0.857
746,39,い9,74_train_03034.png,0.500
747,現て人想ク将a,現て人惚ク将a,61_val_00112.png,0.143
748,23o9F,23c9F,61_val_00117.png,0.200
749,決熊ス,港悪ス,61_val_00128.png,0.667
750,中サ1画るペ名,中サ1画るへ名,61_val_00135.png,0.143
751,にムンで1報税,にムンでt頼総,61_val_00137.png,0.429
752,d日ト,d出,61_val_00142.png,0.667
753,留要とか藤が,留要とか獲が,61_val_00152.png,0.167
754,のな可授ま金,のなす校技土,61_val_00153.png,0.667
755,素ーに廷y,素ーに行y,61_val_00155.png,0.200
756,年パ失が機,年バ失が機,61_val_00158.png,0.200
757,へ論開ペれも,ベ論冊ペれも,61_val_00166.png,0.333
758,らヒ跡フ角ブ,らと揃フ明ブ,61_val_00172.png,0.500
759,示,界,79_train_06717.png,1.000
760,凹,村,79_train_00232.png,1.000
761,ー年梅とあン,一年梅とあン,61_val_00188.png,0.167
762,ほ撰,ほ憚,61_val_00191.png,0.500
763,と石5は,と石3は,61_val_00201.png,0.250
764,1ので,iのて,61_val_00203.png,0.667
765,iS,1く1,61_val_00210.png,1.000
766,神日氏れa,神目氏れa,61_val_00218.png,0.200
767,幕ヴた生多務題,幕ヴた生多務随,61_val_00220.png,0.143
768,を一めしの域,をーめしの域,61_val_00225.png,0.167
769,ァ聞原6代,予囲原6代,61_val_00229.png,0.400
770,P40iP,P40IP,61_val_00242.png,0.200
771,ンルーくザに月,ンルーくサに月,61_val_00248.png,0.143
772,I,仁,73_train_06980.png,1.000
773,日ンン2,目ンン2,61_val_00261.png,0.250
774,リ睦後独,リ腔後独,61_val_00270.png,0.250
775,祥,神,79_train_01976.png,1.000
776,ムとをせ新,左化継新,61_val_00276.png,0.800
777,いた競大な,いた線大業,61_val_00289.png,0.400
778,かン月こ山は,かを月と山をは,61_val_00291.png,0.429
779,にズ,にえ,73_train_00469.png,0.500
780,2意,た音,61_val_00297.png,1.000
781,宙ンし向イん,菌ンし向イん,61_val_00301.png,0.167
782,ヨ,ョ,74_train_05306.png,1.000
783,い徒ててコリW,い徒ててコリV,61_val_00324.png,0.143
784,びは日,びはロ,61_val_00326.png,0.333
785,雨ト,甫ト,61_val_00329.png,0.500
786,チなー都,チな一都,61_val_00331.png,0.250
787,っ展1パ任ナH,つ展1バ任手r,61_val_00336.png,0.571
788,合トモ0能ナ,合トそ0能ナ,61_val_00341.png,0.167
789,18fv,48Cs,61_val_00344.png,0.750
790,ど立たン,と立たン,61_val_00346.png,0.250
791,ム騎意な東郷を,ム展意な英報位,61_val_00353.png,0.571
792,ょ,g,78_train_04295.png,1.000
793,刑ト現女ス,刑ト現女ン,61_val_00366.png,0.200
794,6て衡ら年,らて術ら年,61_val_00367.png,0.400
795,年助本会す土敵,年物本会す士敵,61_val_00368.png,0.286
796,た全ー,た会ー,61_val_00372.png,0.333
797,員とイ,ゆとイ,61_val_00373.png,0.333
798,い語配不,し語配不,61_val_00396.png,0.250
799,たすt皮ト,た4c皮ト,61_val_00400.png,0.400
800,た哲知慕,た抜知職,61_val_00402.png,0.500
801,州とー得やミの,川とー福校ミの,61_val_00403.png,0.429
802,分っ出会,分う台会,61_val_00404.png,0.500
803,デか立,デuか立,61_val_00407.png,0.250
804,こ実こら役ンと,こ実こら復ンと,61_val_00408.png,0.143
805,しレ0,しレO,61_val_00410.png,0.333
806,砂のあはーお行,紗のあはーお行,61_val_00417.png,0.143
807,5,s,79_train_06965.png,1.000
808,に吸奇趣用公し,に咲奇趣用公し,61_val_00419.png,0.143
809,開濃同,蘭濃同,61_val_00423.png,0.333
810,たnるトん,たっnるトん,61_val_00424.png,0.167
